MQ_rankings:
       gene  traj       <Q>  MisfoldingProp  num_frames  num_misfolded_frames  Folded
17445  1820.250039  24269   79  264 -0.35845 -0.0          0 -0.09528 -0.0  +278,-293,-309    NoChange  LossChiral  99.00000   1.10448               1               3    4
17446  1820.250039  24269   81  263 -0.55222 -0.0          0 -0.16690 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.16596               1               3    4
17447  1820.250039  24269   81  264 -0.55552 -0.0          0 -0.11437 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.09384               1               3    4
17448  1820.250039  24269   81  265 -0.53083 -0.0          0 -0.04174 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.07033               1               3    4
17449  1820.250039  24269   81  266 -0.51698 -0.0          0 -0.01809 -0.0  +278,-294,-310    NoChange  LossChiral  99.00000   1.09555               1               3    4
17450  1820.250039  24269   81  267 -0.49925 -0.0          0  0.01239  0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.10166               1               3    4
17451  1820.250039  24269   82  263 -0.63838 -1.0    +31,-56 -0.16495 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.15709               2               3    1
17452  1820.250039  24269   82  267 -0.58463 -0.0          0  0.00775  0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.09285               1               3    4
17453  1820.250039  24269   84  266 -0.71495 -1.0    +31,-56 -0.04464 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.07000               2               3    1
17454  1820.250039  24269   84  267 -0.69588 -1.0    +30,-56 -0.02146 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.07655               2               3    1
17455  1820.250039  24269   84  268 -0.69719 -1.0    +30,-56 -0.01313 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.09141               2               3    1
17456  1820.250039  24269   84  269 -0.68905 -1.0    +30,-56 -0.02412 -0.0  +278,-293,-309    NoChange  LossChiral  99.00000   1.10659               2               3    1
17457  1820.250039  24269   84  270 -0.69646 -1.0    +30,-56 -0.13329 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.08520               2               3    1
17458  1820.250039  24269   85  268 -0.74910 -1.0    +30,-56 -0.03920 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.09112               2               3    1
17459  1820.250039  24269   85  269 -0.74074 -1.0    +31,-56 -0.04614 -0.0  +278,-295,-308    NoChange  LossChiral  99.00000   1.10742               2               3    1
17460  1820.250039  24269   85  270 -0.74866 -1.0    +31,-56 -0.14909 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.08420               2               3    1
17461  1820.250039  24269   86  270 -0.73358 -1.0    +31,-56 -0.14817 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.08853               2               3    1
17462  1820.250039  24269  145  269 -0.47028 -0.0          0 -0.07484 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.11544               1               3    4
17463  1820.250039  24269  146  269 -0.50169 -0.0          0 -0.06313 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.11761               1               3    4
17464  1820.250039  24269  147  269 -0.55431 -0.0          0 -0.07208 -0.0  +279,-294,-308    NoChange  LossChiral  99.00000   1.12442               1               3    4
17465  1820.250039  24269  149  269 -0.51480 -0.0          0 -0.09610 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.12955               1               3    4
17466  1820.250039  24269  149  270 -0.55457 -0.0          0 -0.20138 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.10885               1               3    4
17467  1820.250039  24269  149  271 -0.53602 -0.0          0 -0.22429 -0.0  +278,-294,-308    NoChange  LossChiral  99.00000   1.09560               1               3    4
17468  1820.250039  24269  150  267 -0.56742 -0.0          0 -0.08471 -0.0  +279,-293,-309    NoChange  LossChiral  99.00000   1.10453               1               3    4
17469  1820.250039  24269  150  268 -0.57450 -0.0          0 -0.07203 -0.0  +278,-294,-308    NoChange  LossChiral  99.00000   1.11658               1               3    4
17470  1820.250039  24269  150  269 -0.51854 -0.0          0 -0.07350 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.12978               1               3    4
17471  1820.250039  24269  150  276 -0.52127 -0.0    +30,-56 -0.60572 -1.0       -293,-308    NoChange        Loss  99.00000   1.14701               2               2    3
17472  1820.250039  24269  153  276 -0.59102 -0.0    +29,-56 -0.65473 -1.0       -293,-308    NoChange        Loss  99.00000   1.13688               2               2    3
17473  1820.250039  24269  154  276 -0.64170 -1.0    +30,-56 -0.60125 -1.0       -293,-308    NoChange        Loss  99.00000   1.12836               2               2    0
17474  1820.250039  24269  188  284 -0.30472 -0.0    +30,-52 -0.90511 -1.0       -293,-307    NoChange        Loss  99.00000   1.00670               2               2    3
17475  1820.250039  24269  188  285 -0.35939 -0.0    +30,-52 -1.10630 -1.0       -293,-307    NoChange        Loss  99.00000   0.69616               2               2    3
17476  1820.250039  24269  190  285 -0.17472 -0.0    +30,-52 -1.06596 -1.0       -293,-308    NoChange        Loss  99.00000   0.69971               2               2    3
17477  1820.250039  24269  274  298  1.07268  1.0       +256 -0.00564 -0.0               0  GainChiral    NoChange   1.03201  99.00000               1               1    5
17478  1820.250039  24269  275  296  0.99579  1.0       +256 -0.03130 -0.0               0  GainChiral    NoChange   1.01160  99.00000               1               1    5
17479  1820.250039  24269  275  297  1.06282  1.0       +256 -0.01764 -0.0               0  GainChiral    NoChange   0.99289  99.00000               1               1    5
17480  1820.250039  24269  275  298  0.99175  1.0       +256 -0.00326 -0.0               0  GainChiral    NoChange   1.02295  99.00000               1               1    5
17481  1820.250039  24269  275  299  1.03853  1.0       +256  0.01955  0.0               0  GainChiral    NoChange   1.04329  99.00000               1               1    5
17482  1820.250039  24269  276  296  0.83933  1.0       +256 -0.03423 -0.0               0  GainChiral    NoChange   0.99441  99.00000               1               1    5
17483  1820.250039  24269  276  297  0.91082  1.0       +256 -0.02162 -0.0               0  GainChiral    NoChange   0.97569  99.00000               1               1    5
17484  1820.250039  24269  276  298  0.83989  1.0       +256 -0.00539 -0.0               0  GainChiral    NoChange   1.00672  99.00000               1               1    5
17485  1820.250039  24269  276  299  0.89245  1.0       +256  0.01953  0.0               0  GainChiral    NoChange   1.02754  99.00000               1               1    5
17486  1820.250039  24269  277  296  0.83653  1.0       +256 -0.01771 -0.0               0  GainChiral    NoChange   0.97937  99.00000               1               1    5
17487  1820.250039  24269  277  297  0.91222  1.0       +256 -0.00570 -0.0               0  GainChiral    NoChange   0.96183  99.00000               1               1    5
17488  1820.250039  24269  277  298  0.84797  1.0       +256  0.01190  0.0               0  GainChiral    NoChange   0.99352  99.00000               1               1    5
17489  1820.250039  24269  278  294  0.94648  1.0       +256 -0.02326 -0.0               0  GainChiral    NoChange   0.90107  99.00000               1               1    5
17490  1820.250039  24269  278  295  1.06343  1.0       +256 -0.01888 -0.0               0  GainChiral    NoChange   0.99267  99.00000               1               1    5
17491  1820.250039  24269  278  296  0.99644  1.0       +256 -0.00835 -0.0               0  GainChiral    NoChange   1.04562  99.00000               1               1    5
17492  1820.250039  24269  278  297  1.07079  1.0       +256  0.00365  0.0               0  GainChiral    NoChange   1.02757  99.00000               1               1    5
17493  1820.250039  24269  279  294  0.80596  1.0       +255 -0.01198 -0.0               0  GainChiral    NoChange   0.88243  99.00000               1               1    5
17494  1820.250039  24269  279  295  0.92310  1.0       +256 -0.00981 -0.0               0  GainChiral    NoChange   0.97217  99.00000               1               1    5
17495  1820.250039  24269  279  296  0.85623  1.0       +255  0.00199  0.0               0  GainChiral    NoChange   1.02493  99.00000               1               1    5
17496  1820.250039  24269  279  297  0.93538  1.0       +255  0.01372  0.0               0  GainChiral    NoChange   1.00259  99.00000               1               1    5
17497  1820.250039  24269  280  293  0.83856  1.0       +255 -0.01679 -0.0               0  GainChiral    NoChange   0.77053  99.00000               1               1    5
17498  1820.250039  24269  280  294  0.86459  1.0       +255 -0.00857 -0.0               0  GainChiral    NoChange   0.95454  99.00000               1               1    5
17499  1820.250039  24269  280  295  0.97835  1.0       +255 -0.00631 -0.0               0  GainChiral    NoChange   1.04328  99.00000               1               1    5
17500  1820.250039  24269  281  293  0.71050  1.0       +255 -0.00591 -0.0               0  GainChiral    NoChange   0.75521  99.00000               1               1    5
17501  1820.250039  24269  281  294  0.73807  1.0       +255  0.00295  0.0               0  GainChiral    NoChange   0.93961  99.00000               1               1    5
17502  1820.250039  24269  281  295  0.84623  1.0       +255  0.00384  0.0               0  GainChiral    NoChange   1.02849  99.00000               1               1    5
17503  1820.250039  24269  282  293  0.65544  1.0       +255 -0.00593 -0.0               0  GainChiral    NoChange   0.75271  99.00000               1               1    5
tag: P37747_1I8T_A
python src/data/backmap.py --aa_pdb ../Rebuild_AllAtom_structures/data/post_rebuilt/P37747_1I8T_A_rebuilt.pdb --cg_pdb ./highQ_Misfoled_Candidates/P37747_t8_f-2398_Q0.991.pdb -p 1

####################################################################################################
LOSS P37747 4
Qfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Trajectory_Analysis/P37747_1I8T_A/Q/P37747_1I8T_A_t4.Q
(2600,) 148 0.9783950617283952 2452 0.9783950617283952
dcdfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P37747_1I8T_A/Quenching/P37747_1I8T_A_t4_quench.dcd
psffile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P37747_1I8T_A/setup/P37747_1I8T_A_rebuilt_clean_ca.psf
Frame -2452 successfully saved to ./highQ_Misfoled_Candidates/P37747_t4_f-2452_Q0.978.pdb.
frame: 24215
frame_EntInfo:
         Time(ns)  Frame    i    j       gn   Gn   crossingsN       gc   Gc      crossingsC NchangeType CchangeType  delta_gn  delta_gc  len_crossingsN  len_crossingsC  cID
2951  1816.200038  24215   82  263  0.32738  0.0      +30,-56 -1.20692 -1.0  +278,-294,-309  LossChiral    NoChange   0.93003      99.0               2               3    2
2952  1816.200038  24215   84  267  0.31942  0.0      +30,-56 -1.07433 -1.0  +278,-294,-309  LossChiral    NoChange   0.97853      99.0               2               3    2
2953  1816.200038  24215   84  268  0.31367  0.0      +30,-56 -1.08206 -1.0  +278,-294,-309  LossChiral    NoChange   0.97545      99.0               2               3    2
2954  1816.200038  24215   84  269  0.32157  0.0      +30,-56 -1.09239 -1.0  +278,-294,-309  LossChiral    NoChange   0.97280      99.0               2               3    2
2955  1816.200038  24215   85  268  0.29419  0.0      +30,-56 -1.07904 -1.0  +278,-294,-309  LossChiral    NoChange   0.91815      99.0               2               3    2
2956  1816.200038  24215   85  269  0.30205  0.0      +30,-56 -1.09196 -1.0  +278,-295,-309  LossChiral    NoChange   0.91202      99.0               2               3    2
2957  1816.200038  24215   85  270  0.29193  0.0      +30,-56 -1.15768 -1.0  +278,-294,-309  LossChiral    NoChange   0.90889      99.0               2               3    2
2958  1816.200038  24215   86  270  0.32965  0.0      +29,-56 -1.13674 -1.0  +278,-295,-309  LossChiral    NoChange   0.99871      99.0               2               3    2
2959  1816.200038  24215  154  276  0.37330  0.0      +30,-56 -1.64213 -2.0       -293,-308  LossChiral    NoChange   1.00134      99.0               2               2    0
2960  1816.200038  24215  156  300  0.31694  0.0      +29,-56 -0.73874 -1.0            -308  LossChiral    NoChange   1.01724      99.0               2               1    1
